length, eff, eps, r_bat, R_m, R_p, R_s
1.050959588395918437e-01,2.501455734926277819e-01,2.777295629630867624e-01,9.526598058323358931e-01,5.903166373209693063e+01,1.065685246280440737e+02,1.108076180497080117e+02
1.030862899916533543e-01,3.030807159106875814e-01,6.858549226501069462e-01,9.254713563275585031e-02,1.468243677960691400e+02,5.117444205512946098e+01,2.380588408521738870e+02
1.084198852890564668e-01,2.983148643766936337e-01,7.613820294192725768e-01,3.431540893822907501e-01,1.236639575494382015e+01,2.203493063112673553e+02,1.134798884219772930e+02
2.287052899719593801e-02,3.474059557655201358e-01,7.183731570487071894e-01,2.474126494518134878e-01,1.923936102604115490e+02,1.087301688168385994e+02,6.673129241798645239e+01
1.187171403089329197e-01,2.633936459763233096e-01,3.492724737854679407e-01,5.591830116485158042e-01,2.068827920553415538e+02,2.462003194376247279e+02,6.482241593839889049e+01
1.484492812339198164e-01,2.947610769491823546e-01,7.209884799124192944e-02,8.839169683557185353e-01,1.658724810310397118e+02,9.736145152093217803e+01,1.169424950428526699e+02
5.805283913195861435e-03,3.065719147135120282e-01,4.722012759672746807e-01,8.253881782646665943e-01,2.096567367065308076e+02,1.239038761948510370e+02,2.443750754088926271e+02
1.755080472373510836e-01,2.907879286150903964e-01,1.211139904550503493e-01,1.177569633759858320e-01,1.489080135293666842e+02,2.072086363829784261e+01,9.345858558689255347e+01
3.592533671877416040e-02,2.651456616883494100e-01,6.642146544103861849e-01,5.189957778059157700e-01,1.920020555677200136e+01,1.631353934698853152e+02,2.063984522706630855e+02
2.236820051428699274e-01,3.359177822341910535e-01,4.886847338226499304e-01,7.003332968500718125e-02,1.594999974584916913e+02,2.096836146276211821e+02,1.963816901306720126e+02
1.279964756649721591e-01,3.422262406336510354e-01,6.022571625132253081e-02,3.245855361538007022e-01,1.676893719124640825e+02,1.846936985951892893e+02,5.398061875906912377e+01
9.426882141908268786e-02,2.900248167368151275e-01,1.371034428360602964e-01,6.697566740871677693e-01,2.024936715915291643e+02,1.589817712177973306e+02,2.436704337868424091e+02
3.117574177953272990e-02,3.389603626681351733e-01,5.660593687116750594e-01,8.088967329576745025e-01,1.175362960455047698e+02,6.667924807735042236e+01,1.027957887752509123e+02
2.293326746431450236e-01,2.917024521180064944e-01,1.868339702357350030e-01,7.675475478574913524e-01,1.361430992665292763e+02,1.378233316627111193e+01,5.097196116194130866e+01
2.064340631413888738e-01,2.506168237661053899e-01,3.839859110257248243e-01,2.227671393910640174e-01,1.272222143690548535e+02,1.175711222828336844e+02,1.805765834223578850e+02
7.455610377192710414e-02,3.019682275240476166e-01,2.768533496322234666e-01,1.459513389964486318e-01,1.746092817170273008e+02,6.781912300333124755e+00,6.540310475989791428e+00
1.651262332596398763e-01,2.826056924587873054e-01,2.990972138088598964e-02,2.565021200985482253e-01,1.621278626120168838e+02,2.019779483975245284e+02,3.528525250761627774e+01
1.888732642585900512e-01,3.491520424166809078e-01,2.997353933719397734e-01,7.388244337156241182e-01,2.245792649728888932e+02,1.679429617544430187e+02,1.650430688888536395e+02
2.345075150859065594e-01,2.562728319127123844e-01,5.049344519107562546e-01,7.340098547393987261e-01,1.519782514951945984e+02,1.469871514451841854e+01,2.228468224458864597e+02
1.197062395699285131e-01,2.735634249016362651e-01,4.890958126660726463e-02,6.378642742147075939e-01,8.571051056317249106e+01,2.433652847651339357e+02,1.340240002399264654e+02
1.502829540679639364e-01,3.014947503107253679e-01,4.353525802277146139e-01,2.833094223675399759e-01,2.475057248516093580e+02,1.755872715857887840e+02,1.707727238902606075e+02
1.392421932305847876e-01,3.428031709249667047e-01,4.680519102738849302e-01,2.510749260293406726e-01,6.857814906069818051e+01,1.807188448365602085e+02,1.613288080220069958e+02
3.882081521469489538e-02,3.139232293853325695e-01,7.944262889566174879e-01,2.316236317617787199e-01,6.733848956195137703e+01,7.723614625259018851e+01,1.256630125307623018e+02
1.848616590033064500e-01,2.951823311782436621e-01,2.711783383916860010e-02,2.852013337164350376e-02,1.427328009606195565e+02,1.544572009142802358e+02,2.150900666718587502e+02
2.488590994565236802e-01,2.566374288756513855e-01,1.321597941700234646e-01,2.689765572776132152e-01,9.802067916489289701e+01,1.195764224295095914e+02,6.076815041480124790e+01
2.427074645646356554e-01,2.996414653916007476e-01,5.467002157236483528e-01,8.604793107439708821e-01,4.183404370932080241e+01,2.307555164062002575e+02,7.603530506438518444e+01
2.232125842317007978e-03,3.392643818821431401e-01,3.343247523719070635e-01,7.795838451630153765e-01,1.582307078573549290e+02,1.260109108716714488e+01,1.990009695237051233e+02
2.350140002964279662e-01,3.264086600411691408e-01,7.408332285114630489e-01,8.445987925128582985e-01,1.231416310466696871e+02,9.014633879379132964e+01,1.758673678218100633e+02
1.829451520877895324e-02,3.189493954551758659e-01,3.319336881613189627e-01,5.617044832973440149e-01,1.707201365758963334e+02,1.750895093367900870e+02,1.342944726036106751e+01
1.413593604166326068e-01,3.408474893649401372e-01,4.378958549226636965e-01,5.520165396125888968e-01,9.605537605986326355e+01,3.633734184238441856e+01,1.663927124375756819e+02
2.075482287388817626e-01,2.779854706838324474e-01,4.827570005466561565e-01,9.468946899251694527e-01,1.146051810263657416e+02,1.050919475847225755e+02,1.730223935288969130e+02
1.650999720380031954e-01,3.144070145521872806e-01,4.467807558737279527e-01,4.989139445056004485e-01,1.514006289758354455e+02,1.158008632315182069e+02,2.463555012363806611e+02
7.084315806053295694e-02,2.816473406792519563e-01,5.648112300958878507e-01,3.931111689781636165e-01,2.779598764865702520e+01,3.304839687309351604e+01,5.734955134463127280e+01
1.261084134817741786e-01,3.162441949535670371e-01,6.889312432860761337e-02,3.872765993177036958e-01,4.037902331198598205e+01,1.434414503086906336e+02,2.242521835088425632e+02
1.005655311827823584e-01,2.526560464478285750e-01,5.774671292491198038e-01,4.054767056781664047e-01,1.402803032433324404e+02,2.624026092205539840e+01,7.762541935068759358e+01
2.223964340559914446e-02,3.384590549040594754e-01,2.155914345610795424e-01,2.497557841986358315e-03,5.436218931391680798e+01,1.446950587458389634e+02,1.869548865754740348e+02
1.629035335350946245e-01,3.146484146913191560e-01,6.791039194574666205e-01,6.161780908141988311e-01,1.894924491087390095e+02,2.253284184417168490e+02,1.937286657561635650e+02
6.678542852858752876e-02,2.543405391854450803e-01,2.844831712036208216e-01,9.027798823876245216e-01,2.168631417232683702e+02,1.606920687298007522e+02,1.517190362248670112e+02
2.139209912686246828e-01,2.942585784962239992e-01,1.619350506418674451e-01,6.761905031789277043e-01,1.049007531056788167e+02,2.463160757165121311e+02,3.631403504124252635e+01
6.529058529524160714e-02,3.063002946752156341e-01,5.093430597592258913e-01,9.418622910056161368e-01,1.222729626860352994e+02,1.909627780841263132e+02,2.961023872533585788e+01
2.050865129166740408e-01,3.467419332230473605e-01,1.878527888130444023e-01,3.539481701897589927e-01,2.044977653795615424e+02,8.628447274700975811e+01,2.121356093054956489e+02
1.065377229217985550e-04,3.075464073259223108e-01,3.448775834578888810e-01,4.380976951749943060e-01,1.515063159365574208e+01,7.163524873530818127e+01,2.032550209440147739e+02
2.364700435899899367e-01,3.174964998745853362e-01,6.739959617391121371e-01,4.593561317672589794e-01,5.811464988120530251e+01,2.189999618487614441e+02,2.397705812750950543e+02
1.967774948869925322e-01,2.677783295681321896e-01,9.024696331402315419e-02,8.393282994901417604e-01,6.566569877012227607e+01,1.389457929828879799e+02,2.024870302243556353e+02
1.128417487531773872e-01,3.320999331115485620e-01,3.267486823464073598e-01,8.033556555018617207e-01,2.475985299362513103e+00,2.397331107357923372e+02,1.157822845179605054e+02
1.239745464035672262e-01,2.579473478512629425e-01,7.769501392278232998e-01,4.691380181152873807e-01,1.134002415177716330e+02,1.857557063341833157e+02,4.830214418745356397e+01
2.503064750046681275e-01,2.692638729166272338e-01,6.557260238191011670e-01,5.749415565298083841e-01,1.457841964087694748e+02,2.055225459217288346e+02,1.402940477638756533e+02
2.284857671820612057e-01,2.911223754654276852e-01,5.705961754822349574e-01,7.258879265076143561e-01,6.644189532244089946e+01,1.741948262304047290e+01,8.250859972456854052e+01
1.367897457845006493e-01,3.233581872986535655e-01,7.707069092169414048e-01,4.004249032621829407e-01,2.146276267240925151e+01,1.021239471110160935e+02,2.049696275685834621e+02
2.000123748685848357e-01,3.214603882108960642e-01,6.630537723450953269e-01,7.950831682657533150e-01,2.461006423191154013e+01,1.702380158535162309e+02,1.621591483168883769e+02
1.947218352204808933e-01,3.346952070776782473e-01,2.536859794971141335e-01,4.991680788617209458e-02,1.291504564745944776e+02,7.979809318410144847e+00,1.848092312471096932e+02
1.293823527132785534e-02,3.437757656457829381e-01,1.589668598061494686e-01,5.276393688273103288e-01,1.129242306936585578e+02,1.517379434938608540e+02,2.128315972569910741e+02
1.686614352017784813e-01,3.476305667042074443e-01,5.151345901642346847e-01,7.820202063632007983e-01,1.781795472321507745e+01,1.128582823778088908e+02,4.580437982652231454e+01
7.551672736368318650e-02,3.209351083990600317e-01,1.147534750317817515e-01,1.860605730220252496e-01,4.729561741578994827e+01,1.953238207838367373e+02,7.213018832600734243e+01
2.196279420023933560e-01,2.588367624675152467e-01,7.128805833341536058e-01,3.824237250039661529e-01,7.966832184272347206e+01,6.154628377132500816e+01,1.382380510813545271e+01
1.344891898550312492e-01,3.194713202293459342e-01,4.098642938028720373e-01,2.629040792195959653e-01,9.009326099298677093e+01,2.336843677100976606e+02,5.095320080494237125e+00
9.102370871131587604e-02,3.245481786971901039e-01,4.768579483656653628e-01,7.537862213142969559e-01,2.253685994237494015e+02,7.022448874552685538e+01,2.462262030819475100e+01
1.555997069520885512e-01,2.937842481523898486e-01,7.168106231959705532e-01,1.049331301038190084e-01,2.440145536001278117e+02,4.054012994234911105e+01,1.039750391596160597e+02
1.469483884764880566e-01,3.459398927729177564e-01,1.504296654564332703e-01,8.311467981661451176e-01,1.558294056102992897e+02,5.923608056960889456e+01,6.427324882616809987e+01
5.244458867452958528e-02,2.520249079002536141e-01,5.807823413935599977e-01,9.767153208360489502e-01,1.028197264448395885e+02,1.939500765906396680e+02,1.559125630384111787e+02
1.132297057609490676e-01,3.088041080014475304e-01,3.365024126406617189e-01,5.867191601185375305e-01,1.219381596997165218e+01,1.725264672588149324e+02,1.117659175746913469e+01
1.605660449623206032e-01,2.993730137173720163e-01,1.751179411380948403e-01,8.462191629359638867e-01,2.925706976362836897e+01,2.140741965626789778e+01,1.534027441514243719e+02
1.607793408197791610e-02,2.714894765253634268e-01,5.606417434294881375e-01,8.539475246385448415e-01,1.294940262351783247e+02,8.231977989110441740e+01,2.373547629105953547e+02
4.591602107630975149e-02,2.557849887660494370e-01,2.438068043548296260e-01,5.769662901421122037e-01,9.850157166179131707e+01,1.507085848428361032e+02,2.277682552625636845e+02
7.662260774454165979e-02,2.722562223208315757e-01,7.827382715180829509e-01,1.304162194961334953e-01,2.125924089945102651e+02,2.066796885262805006e+02,5.301892945614522290e+01
1.397252022564124119e-01,3.002522869790289484e-01,1.097479789809854833e-01,9.612246020706000094e-01,2.162131302983742103e+02,2.112876646925457749e+02,4.003889563375653893e+01
1.986277623920724295e-02,2.648988450381802306e-01,5.854272002622283866e-01,8.061344012044276142e-02,7.081898024751694720e+01,1.653147342755758302e+02,8.603138936796864300e+01
2.414841183827121651e-01,3.328366453414208781e-01,2.710461959633834184e-01,9.931807397890085598e-02,1.321702246028215200e+02,1.298289142554598072e+02,4.850844571447448317e+01
7.286861710279673998e-02,2.883258473024019608e-01,1.003603697994344957e-01,6.401187928585627684e-01,1.914422801553763804e+02,1.006685137058036759e+02,1.255585317377252874e+00
2.442441577848855072e-01,2.972077241239922119e-01,4.415435727779414288e-01,7.248492089174416453e-01,2.001802710048630161e+02,1.987447590897533871e+02,7.049624211996344059e+01
1.353414480530970021e-01,2.861392069630261936e-01,8.731018314830973903e-02,5.343892238564771358e-01,2.343414324616782380e+02,1.948613693361340538e+01,1.270508056406451232e+02
2.206205999666490392e-01,2.834782676433271198e-01,2.065895388273492062e-01,2.173198311978878638e-01,2.614102135073772004e+01,1.188067010522943860e+02,1.986996734551098882e+02
3.260284534679142986e-03,2.570702852268805239e-01,1.055974800213016068e-01,2.068304478565383964e-01,6.153050317727277729e+01,1.886268005923806754e+02,1.453422952336586320e+02
1.493563837498876057e-01,2.700240180537492041e-01,6.264766446150146217e-01,8.541700341067322982e-03,7.376402102098087710e+01,1.944042038400351373e+02,1.902765739899267032e+02
2.260817045071764064e-01,3.166243329406550067e-01,5.580486145824973265e-01,1.788376843503544089e-01,8.793867525428518661e+01,6.230332557698542928e+01,2.288963768178221869e+02
8.428096133857060357e-02,3.259923313791296406e-01,4.863115936377758186e-01,6.586286006123597270e-01,7.496909837657420361e+00,9.325877415946746396e+01,1.467604874253580647e+02
1.726550922104221619e-01,2.732775771643903284e-01,2.234759439504130363e-01,2.401613155011596626e-02,1.249492461643008454e+02,2.742816266864597807e+01,2.420158867381604750e+02
1.805478417934456292e-01,2.781108882354332845e-01,7.306260073933990018e-01,2.255447041551714715e-01,5.702091970535096976e+01,1.018813131309233810e+01,1.836266733954753647e+02
1.102488251335648761e-01,3.360172248174573273e-01,1.256286928887536680e-01,4.528661512529670863e-01,2.481901004794329140e+02,6.880346328900077424e+01,3.399467256205873156e+01
2.403137475199391693e-01,3.275005299143002313e-01,3.813922882428595895e-01,9.748806707306639785e-01,6.012196643955843456e+01,7.264291342363496540e+01,1.297911156509056525e+02
4.775663913373433267e-02,3.376445979130843211e-01,7.350933057053459230e-01,6.019040644590701872e-01,3.110801974521886493e+01,2.274422499492344940e+01,4.127507015150089842e+01
2.228387925273015158e-01,3.400103404933920159e-01,1.359944499149129127e-01,5.806457024182943849e-01,2.216463773001139259e+02,2.416660387162508812e+02,8.975623190957641384e+01
1.595566899028784957e-01,2.898976868332499568e-01,7.059321031859862039e-01,5.692066809693208107e-01,1.605752223399788363e+02,9.520894890456571602e+01,7.362436016468718947e+01
3.232011022154274160e-02,2.595826658221399574e-01,5.418266344493181119e-01,7.101379965186679355e-01,3.622497614308140612e+01,3.726132774507954082e+01,1.375933175446186283e+02
8.941822205197855547e-03,2.842189256220091220e-01,2.382921779956671815e-01,2.430048908575840882e-01,7.804362638854792067e+01,1.735424790166290734e+02,1.519040430909001849e+01
4.564165782491198115e-02,3.025155432870245686e-01,2.032271240168128656e-01,7.030044722617713182e-01,1.796608564269064914e+02,1.631156055234577451e+01,6.862684938476039065e+01
1.525658157792952607e-01,2.796132056243978981e-01,1.087067797443401346e-01,2.130853809750282712e-01,2.975189981354894186e+01,1.875607432536340866e+02,9.192223447662962599e+01
2.395450658255505183e-01,3.022944317534969616e-01,5.351385092307986424e-01,1.505923988670130609e-01,2.179493276194625651e+02,1.340236539752405065e+02,2.970606690293957897e+01
8.887196958061716057e-02,2.708831420957121816e-01,4.517065209837621553e-02,1.729675587162672334e-01,2.269991057621140271e+02,2.183639987504254805e+02,1.322843461280215251e+02
1.789522998248516961e-01,2.657176357822102486e-01,4.512079462073812497e-01,7.712474391535035778e-01,2.110944324664519343e+02,2.116946562741225648e+02,1.857086552827867934e+02
1.110808330624640239e-01,3.333806075530752477e-01,4.222309938931309015e-01,3.003705720954371605e-01,1.568547712188768060e+02,9.886218581235047509e+01,1.887443022797249625e+01
2.384386519972951368e-01,3.048303901493964463e-01,3.729739180548047317e-01,4.494460804462002690e-01,1.368743736047120478e+02,8.517722598185170568e+01,1.429846176869101271e+02
2.010864320321567311e-01,2.604846884384935946e-01,6.682499276439771707e-01,4.908313693829550184e-01,2.450413455908013134e+02,1.601972022077451356e+02,8.356690315603746910e+01
2.149747495118962681e-01,3.447493035880901391e-01,1.432860106214882967e-01,6.142852831682277248e-01,9.135800233553669614e+01,1.892399823624634223e+02,2.174801275606521642e+02
1.380875845253111689e-01,3.115890869680756348e-01,7.555959796363606040e-01,1.632103271203744210e-01,1.444446271925996825e+02,2.486027533689148186e+02,1.352770309114826830e+02
1.623412000705970193e-01,3.338073180499476766e-01,3.649527112642095839e-01,1.214008396433505083e-01,2.277109578824710070e+02,4.194001533197246090e+01,9.995670170596575588e+01
1.938935751563632126e-01,2.975074890845780806e-01,2.653374238686283526e-01,8.941574387587796213e-01,1.035805584790787748e+02,1.248294329837716390e+02,3.713723368610847331e+01
8.243541159963556353e-02,3.498589989445515802e-01,5.177103228686842362e-01,9.063207859081063855e-01,7.674072504410062834e+01,1.823237538100901531e+02,1.775162148613197246e+02
1.927121204903160523e-01,2.824555323567412568e-01,7.653392096601762118e-01,4.112870082982675868e-01,1.547734699776341927e+02,1.360837868858874913e+02,2.192832230727762521e+02
3.773955367079222939e-02,2.803212231300389323e-01,5.924567035180184904e-01,5.675222091433548832e-02,1.692104729104363798e+02,2.039347181868574239e+02,2.343158349633532112e+02
8.099843615886845316e-02,2.607156385075984906e-01,2.339680526361157531e-01,1.661189094745200989e-01,9.388444328749537249e+01,6.392258158767305787e+01,2.764262050282814798e+01
9.847703589219476694e-02,2.969962661364859979e-01,3.608171883429561189e-01,5.197301743981477123e-02,4.676579102716065250e+01,7.998944892449132738e+01,2.326080272277327765e+02
1.584532566035184165e-01,3.302407696264345605e-01,7.490988623990684214e-01,3.304806332192173901e-01,2.199022190400166608e+02,1.482121225318784639e+02,1.051204334564418588e+02
4.348550733774029370e-02,3.218892381699808292e-01,5.252040053208839598e-01,3.658040722002955936e-01,2.150537055526380925e+02,2.412769301653676735e+02,1.949890063686130759e+02
1.311200235402971148e-01,3.081908756999920396e-01,7.869007590681275088e-01,5.992948425022358583e-01,4.526481258052611878e+01,1.314815230148787748e+02,1.650375390981263379e+01
4.997942497686288371e-02,3.100708828514773807e-01,6.917330430902248750e-01,4.602730507166402640e-01,1.725389292482139751e+02,9.383219975721249995e+00,7.470401514669046605e+01
1.422615801528123169e-01,3.253343515574028677e-01,6.530613748000487773e-01,9.983610878888778961e-01,9.547267237078096969e+01,5.371200746518396585e+01,6.019509579582317826e+01
9.674438990529690696e-02,2.663787128023163975e-01,6.335452910117332914e-01,4.265159721915073310e-01,1.208533121501580183e+02,2.354940740138813737e+02,1.796453344271070875e+02
1.695300288000743394e-01,3.223334867053950226e-01,3.551149565680336018e-01,9.201264769403577626e-01,1.265573673034097482e+02,2.245258310047352666e+02,1.541534757528727653e+02
2.215344711335046346e-01,2.920824373271299068e-01,6.536411760148926053e-02,5.141365046111179282e-01,1.932515914141341682e+02,2.295124464734932701e+02,1.485718198935096552e+02
1.993331181981257694e-01,2.622424643745797090e-01,2.060086304493423046e-02,5.406572613283121553e-01,1.115128460065600962e+02,4.539954751952055290e+01,1.902073142975181383e+02
1.029041398279845893e-02,2.962829553591621035e-01,2.946180278034990496e-01,9.176774339411469805e-01,1.069418020678405270e+02,2.231510831381867490e+02,1.252435264901985903e+02
5.841964603558818386e-02,2.858853494989994082e-01,2.276483350809206940e-01,6.245345421670028818e-02,1.971620462317536067e+02,1.572126702122185407e+02,8.865958801227145969e+00
1.752397194357232235e-01,3.040849619286317695e-01,4.744358517690626664e-01,1.073911461044617932e-01,5.527336946073240398e+01,7.519434378953739895e+01,9.476018916514912860e+01
1.801728813083704195e-01,2.768946202987746519e-01,6.039053112223660147e-01,1.093670349741712386e-02,3.945769341401885555e+01,1.975806615272190356e+02,4.302284221916477946e+01
1.972147963351671140e-01,2.853004911368984819e-01,2.483641067208233189e-01,3.072556854591854680e-01,4.731001639488676247e+00,2.458540278351477681e+01,1.998919943086830742e+01
2.459944663769780271e-01,3.056102227611334765e-01,2.873310672769777141e-01,4.305003030637638006e-01,7.560818641915474814e+01,2.172478374931723977e+02,1.586813750615413596e+02
4.282080962690894971e-02,3.340311003822191149e-01,7.084126830659309704e-01,7.628685626729482250e-01,1.888256747894355101e+02,2.158992009607782734e+02,1.280199616478676035e+02
1.025244295822828888e-01,2.618659365106741910e-01,1.916452570784961118e-01,9.108382691114204066e-01,1.352351491926025346e+02,3.869567257866240340e+01,2.099231543623530740e+02
6.183995448422114488e-02,3.106579027065125564e-01,3.013711733579493846e-01,9.902765505051943640e-01,5.255538368338412880e+01,1.104615245267508499e+02,2.156774672269443727e+02
5.527626989024709420e-02,3.273213674531973982e-01,2.544036956454715503e-01,1.113929272510819357e-01,2.298935209516367308e+02,5.186034040263036715e+00,1.597957685675990263e+02
2.254347555352886612e-01,2.688453490768769050e-01,5.881240978181360157e-01,5.015805235968687770e-01,2.410227337734719697e+02,1.098911223967311201e+01,1.235624339447289799e+02
2.537501849781196306e-01,3.265051158765527317e-01,2.593979597162081041e-01,6.277543868310890840e-01,2.399400783884210568e+02,1.145309303709786377e+02,5.655767058412328652e+01
2.183278009420416832e-01,3.292898316563309669e-01,7.924154389115141417e-02,3.763829269641307818e-01,5.948608010903641663e+00,9.302387122730789315e+01,8.536693923292899910e+01
2.312090263517966315e-01,3.396514827295611383e-01,5.339098282342512602e-01,5.201519685576768692e-01,1.407646274017806718e+02,5.760736837114428965e+01,4.969133549225251301e+01
1.156362399164219262e-01,3.443419089695602953e-01,7.589960737391184820e-01,3.654243002496948556e-02,6.754448135655304775e+00,1.467425998777628422e+02,1.144040826477644259e+02
1.709035076407325882e-01,2.583014874835922181e-01,3.975850865358466213e-01,1.626406256305096623e-02,1.640033939473832163e+02,1.262973978349835562e+02,5.493577218936204787e+01
2.521538384087437246e-01,3.229965086694760457e-01,5.954248446708820808e-01,3.604124596827386062e-01,1.002144554995028045e+02,2.001700808442368782e+02,6.273679514805230895e+01
1.321052817507345767e-01,2.867007535785202066e-01,6.977045407526241139e-01,4.017394250565872738e-02,1.161736655572172907e+02,8.704372914062803090e+01,2.152989987871270472e+01
1.459032095588922162e-01,2.871003299626447292e-01,6.134835648231702354e-01,9.568099834477772347e-01,2.336834631450888935e+02,1.463985077258928698e+02,9.879476683393795255e+00
1.301504005545663367e-01,2.684327360578499522e-01,4.175172475293851271e-01,3.114175426288834925e-01,2.085531779169889717e+02,5.566903641241907508e+01,2.206520005457935554e+02
6.283810868356216883e-02,3.307765542623677391e-01,1.826751094895200100e-01,7.159602404900879957e-01,2.370204094917686177e+02,2.218772951524805137e+02,1.785190088345237314e+02
1.435111082480023947e-01,2.516561992738149955e-01,5.537044213229426193e-01,3.198796021777294829e-01,3.575383771976154179e+01,9.609784159079603683e+01,1.512148393546214038e+02
6.908695603965905874e-02,3.110878953718931861e-01,2.072239983944950958e-01,6.965802085925729692e-01,2.494530384526394755e+02,7.585931540502875237e+01,1.887536052262413477e+02
2.121759931132408405e-01,2.727809174197600162e-01,3.062793433990075309e-01,6.794607908137520469e-02,2.009010757463571224e+02,2.363092612510650952e+02,1.383676505295648838e+02
1.859027014643406528e-01,3.237256963251308739e-01,6.510765855867912677e-01,7.559106837488317465e-01,2.311849799857243966e+02,6.742148734814546174e+01,1.305800329558225314e+02
7.872537268278989933e-03,3.200604872155315972e-01,3.577481536617984070e-01,8.857720049901687820e-02,8.228286040157863113e+01,4.884733654424881877e+01,9.842083678854169193e+01
9.334758183073710303e-02,2.696820725752496761e-01,4.971503588225979486e-01,9.339088463892740721e-01,1.056272563755862706e+02,3.148943157870437304e+01,4.652940496861812392e+01
1.454075705902177669e-02,2.550607077026358915e-01,3.895652445389298779e-01,6.509268125380756054e-01,1.753305924933493429e+02,3.024931728594679825e+01,1.405974704073461510e+02
9.215012928718673002e-02,3.350324152167110658e-01,5.892904442404868492e-02,1.432159269159553328e-01,9.300556093675236013e+01,4.310352921972128826e+01,8.707947955939590656e+01
2.083889233296248866e-01,3.073177341406739815e-01,5.451678229306777812e-02,1.985494926322002585e-01,2.378432583164806999e+02,1.405136116114304343e+02,1.075104612514517299e+02
1.295311383718826814e-01,3.178444221546914417e-01,2.197058908995165316e-01,7.083866421288114168e-01,1.810968625951475417e+02,1.638066808446993150e+00,2.458534727577096817e+02
